ar-VAE_b_0.2_c_50.0_g_0.1_d_10.0_r_0,7.92318599618369e-10,1.2492712120925936e-15,6.753514172484634e-20,6.562986154534656e-09,9.94570870105349e-10,1.8246301999763387e-16,1.1679428936757188e-16,2.4897288346107695e-15,9.953388871978717e-16
ar-VAE_b_0.2_c_50.0_g_0.1_d_10.0_r_1,6.67661970155109e-09,4.5568297331560585e-15,7.711517653723199e-17,8.690679287326475e-10,5.238765865556161e-09,1.819534965926359e-17,1.3873320767808874e-15,0.0,2.5967215895849596e-15
ar-VAE_b_0.2_c_50.0_g_0.1_d_10.0_r_2,1.37551858792051e-10,2.4797044114382516e-15,0.0,5.345841103121529e-09,4.671891762342284e-09,0.0,7.957833775993565e-16,0.0,3.2118946729401234e-17
ar-VAE_b_0.2_c_50.0_g_1.0_d_10.0_r_0,4.514093543406261e-09,4.4311972770237087e-16,2.948736359304789e-16,4.478567561250202e-08,1.3826528810767513e-09,7.350063548839167e-17,5.270548694237597e-16,1.9946213480399226e-15,3.8557593562571913e-16
ar-VAE_b_0.2_c_50.0_g_1.0_d_10.0_r_1,7.203741769767902e-11,2.3691577709151785e-16,6.122925353881084e-24,1.2071382116118912e-08,7.288398218285863e-10,0.0,2.820358616450829e-15,0.0,2.7424599609071664e-15
ar-VAE_b_0.2_c_50.0_g_1.0_d_10.0_r_2,3.3640310537208507e-09,1.6106555955771543e-15,7.829089109054766e-15,4.3601723120900715e-08,4.8782644590517066e-09,0.0,3.182044226027257e-15,9.352127166581682e-17,8.165540548341304e-16
ar-VAE_b_0.2_c_50.0_g_10.0_d_10.0_r_0,4.671729225691479e-09,6.299031980661529e-16,6.475792697547758e-25,2.3867681875344715e-07,5.247737533409236e-08,1.6167931632257345e-17,7.490492347071069e-16,9.685414117247058e-16,5.3715206463784745e-17
ar-VAE_b_0.2_c_50.0_g_10.0_d_10.0_r_1,1.0244267656389638e-09,5.747482092999645e-18,1.6612904783233208e-21,8.274174234657039e-08,1.94754946392095e-07,1.0229042509772828e-16,6.693061119812389e-16,0.0,7.716350506082876e-16
ar-VAE_b_0.2_c_50.0_g_10.0_d_10.0_r_2,1.0743950173974781e-09,6.341341276376881e-16,1.421541381710104e-16,1.4072243459395395e-07,2.333093540585196e-08,0.0,7.582111978071512e-22,0.0,1.5941297710179861e-15
beta-VAE_b_0.2_c_50.0_r_0,1.4406949411238656e-08,1.212886164944176e-24,9.374667424683446e-19,1.6582271555876105e-08,3.6681992554576937e-08,1.5803003301576692e-40,5.2500207485315e-40,8.892032306519773e-32,6.489262601634046e-21
beta-VAE_b_0.2_c_50.0_r_1,2.0440209524963393e-08,0.0,1.324373249421728e-29,1.888036571529028e-08,6.181307554697923e-08,8.650017180243382e-31,5.775433197982059e-20,0.0,6.293489387819988e-21
beta-VAE_b_0.2_c_50.0_r_2,3.5373870499455506e-09,0.0,5.393949795360459e-38,4.128262887093115e-08,2.1580891740313746e-08,0.0,5.2817180055723215e-24,0.0,1.0311684937195289e-22
beta-VAE_b_1.0_c_50.0_r_0,1.1297041524471751e-08,0.0,4.126125553623582e-29,5.1675971945996935e-08,5.89553756924488e-08,0.0,3.198584451638321e-30,1.5229268465750532e-30,1.5456718709770912e-26
beta-VAE_b_1.0_c_50.0_r_1,3.416406713085962e-08,0.0,2.7779219284604106e-23,3.728220576704189e-08,5.658696267119012e-08,0.0,1.2621339032316507e-22,0.0,2.796490451991865e-21
beta-VAE_b_1.0_c_50.0_r_2,2.1626205271019217e-09,0.0,1.5023567110627823e-29,2.3240463775664466e-08,2.527898779192128e-08,0.0,5.728316914528838e-25,0.0,2.110855457346244e-25
beta-VAE_b_4.0_c_50.0_r_0,3.243136961827986e-05,5.490935831020671e-12,0.0005429059383459389,0.0003383143339306116,0.00044260467984713614,0.0027787010185420513,0.008494856767356396,0.026020536199212074,0.016470490023493767
beta-VAE_b_4.0_c_50.0_r_1,1.6366564523195848e-05,0.0,1.4337085303850472e-05,0.00033406016882508993,0.00048056483501568437,0.007639909628778696,0.04862160235643387,0.00027678467449732125,0.05166420713067055
beta-VAE_b_4.0_c_50.0_r_2,1.3361417586565949e-05,0.0,2.057866595350788e-06,0.000677682226523757,0.001927954494021833,0.0017199444118887186,0.03786195069551468,0.001287726336158812,0.02214238978922367
interp-VAE_n_1_b_0.2_c_50.0_g_0.1_r_0,4.832628519579885e-09,5.714281225382389e-35,0.0,5.741839448347719e-09,2.1365240243653716e-08,2.7848601869193396e-25,1.0372662068675685e-31,2.0943340316303585e-35,5.487822205920754e-27
interp-VAE_n_1_b_0.2_c_50.0_g_0.1_r_1,5.660664159634621e-10,6.920054468021898e-23,0.0,6.841186728223647e-09,2.5326563957150938e-08,0.0,1.9031063603532828e-22,0.0,2.957598549048917e-18
interp-VAE_n_1_b_0.2_c_50.0_g_0.1_r_2,7.00652383334166e-11,2.3648605805576626e-20,0.0,9.536410772170711e-09,1.735105392697278e-08,0.0,7.512607171308287e-33,0.0,1.555770561527514e-34
